Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
9418.775320464718,2.358996685876667,1.614546373839091,-1.7660114762255041,4.5018456281257855,2.7934426670495096,0.4818879159894953,2.959433955125225,4.7931951613308925,-2.706860809441387,2.166692761782513,2.0993398687370597,3.3485261766836274,2.7424618734932285,3.727730646346952,-0.30192384164481556,3.281534255613188,-3.1714118964111027,-4.26919716790533,-1.03345696581599,-4.065848231425417,3.824223541184022,-3.043529560306534,1.9712022580652997,2.1501163122661637,4.944742951847903,1.9921745896475826,-1.3198338792260502,2.7024395236902237,387.8548393431636,1
13489.31303071473,0.5036072740033166,-2.2970344715081756,1.1333174207716636,2.5926382095037317,-1.0732150882870406,-4.836829035953474,-3.926567246900179,-3.55694040517321,-3.857227805180765,-1.9714100534977042,4.698371049994201,3.6010552866418806,-4.8186856106321505,-3.630282831679885,0.24388462999075067,2.6745631319044962,2.871148169517821,0.7961905042414807,2.7052962825191234,3.355665536103608,-3.9027258081655702,0.40449160445669374,-4.7365695046843985,4.846694635464608,-4.370140667304431,2.897264053152739,-2.763510184838609,-1.2655395058574994,825.7303606221185,1
41078.022484053334,3.7814436555779665,0.4619824685690457,4.486566115717048,0.5836937995353786,0.4091531908017423,-4.977726016259827,-4.762475797088172,-3.298966979750133,-0.29906022231409857,-3.713463482998299,0.6439645560021532,3.50013555371633,1.4264251667148766,4.47033143265841,1.4840248886383955,1.9627796005046072,-4.841894304264135,2.3509659730183463,0.4401433469780951,-1.2289533932549879,-1.980798357111515,-3.894588923704083,-4.419117093919283,1.2921605299947654,-1.4162721028963023,-4.001387265754351,-2.7950364855178456,-3.4948861270171694,990.9596387091174,1
56638.06401655401,-2.726758375092748,1.0761318522178698,1.2263673519806453,-0.6625711090826343,3.9170586619438517,4.414696096427864,-3.2682441046095025,1.1508883189698382,4.448055160070858,2.3899961344490013,-3.664802029595089,-2.5273224290156335,-1.8929458103193308,2.966716698250633,-3.811756931355317,-0.8264557630434144,4.499689361027569,-3.1863054076838884,-2.1012606975328616,-1.5820534649217564,-1.6659888145345105,2.295534800922794,2.2793575957015086,2.4760947497160704,2.886619411086606,0.5599625403884048,2.4517083150074477,-4.982553829411644,957.3677343727595,0
64961.305246065436,-4.7351008150369465,-2.1897579997937298,2.979697022455592,2.5947731624311423,-3.6671124983216274,2.36949772375681,4.24394136800924,-0.4825643072687775,4.153548409111167,3.6485253331718575,4.391293659769566,0.4877331908459315,-1.4249452664155662,4.507449894816887,2.448739838271252,-1.4212486879851016,4.28765260526594,-0.5278881384891063,2.710977554870386,4.629748038598397,-1.325138906953053,-1.418935377949321,3.7715640937560657,2.487891723467065,4.9314943334528785,-3.132586149378118,-3.1072503650554575,-0.6863043545251637,11.840952957444806,1
60576.9906056674,4.655244930437558,1.0411612476323953,-0.021802742390578445,4.098141228676932,2.286508173961062,0.08054960502946074,-0.7793610425403896,1.9653983620168267,3.3221148301809507,3.2234505957648505,-3.250357606074009,-3.3786354401135554,3.2819740864790354,0.9247024427996582,1.5076389404824564,-4.340817088732921,1.0304451904132463,-0.8197485973575249,0.696902009251863,-2.2087038759992375,-0.27676047898269474,4.722895816335633,-1.7522585185348092,1.3334370579752433,2.71946385035673,2.7091276836726923,1.6971617359713411,2.9906821109497805,438.88046846376926,1
16137.847809669169,2.1240162996872822,-3.487210144850451,-2.4246606170218863,-4.51834741093807,1.9505544899871836,-4.242759522180217,4.388425910478691,-3.328631296224176,4.387372069074827,-1.1602202914086623,-1.9913442217880806,1.6845654734211557,4.375510309673887,0.32741749716739843,0.2415957041563752,2.9584892076194507,2.128748737310274,-3.4740571464864667,4.990995920670599,-2.5870862200493026,2.443351674901395,-0.5114421980328441,-2.7280700197727716,-4.1288615475646555,1.3827685601016162,2.680512530121546,-4.196697704123768,-0.17665463429621475,863.1590390368295,1
23159.55143527795,2.518092112704129,3.34051916200098,-1.0177851937028914,1.0113862183923974,3.611733951771205,-1.8573413329304689,4.508403897727337,-2.90441886601708,2.4302096637180544,1.7224670979617684,-4.766384384529589,-2.5450060225350892,0.7184646980775025,-1.4513504872656813,1.2915299104955693,2.9364218415853554,1.061180780482463,-2.726197733533221,4.650745258061775,-0.1565712798374257,2.254192528090333,4.879101964295305,4.606037714707455,4.086953231915746,-4.194581515321642,0.7434213856740071,-1.7543415522269168,-4.593228900976689,453.4282112153506,1
2270.098720684133,-3.7761520869499297,-3.119427344111978,2.25148039028036,-1.7158810185638496,2.2613301613784405,-0.3398474915801586,-1.0803640594390265,2.271396026331197,3.794769942400224,-1.06408042867419,-0.1913125649704117,1.8319532942895815,4.970191004326045,-3.2936798696789618,2.710452859258731,-4.77858747875536,-3.008874322616808,-2.2781995851167713,-3.0461518754374364,-0.9693068346690268,-4.830564923052535,4.384072920868949,2.7139508344488315,2.9015393935131053,4.553503315079299,-4.226093177715553,-3.749004740331443,-1.7650939043970357,779.8349243628176,1
67893.99207824415,-1.8548559182399327,-1.749272672596435,3.861518758724163,1.1673051596018027,1.6569344597170534,-3.525235240081377,4.032410035422789,2.152289222476367,1.3670936783894705,-4.190566282001916,-0.45365628911520606,4.396369412287077,-3.7303078227116773,-2.6155466273545356,-3.0845232846819037,1.5402921582444575,-1.743642420994477,-4.087269709374446,2.4398722567406237,1.8762444259393956,-3.6786770617807454,-1.4920842355247332,4.828746221641907,-0.8194144552383689,2.0806801964777053,-2.7070435480575785,0.8362554535976923,3.828478155989245,45.50651673471728,1
40010.96671534284,4.87548297416447,-4.997655545297858,-1.5633830982800556,-4.588266309911915,3.2140473879517195,-4.743462541131876,-4.593728210013182,1.062879713051136,-0.23426700973511672,4.642005411364698,2.856222469607559,3.9940742375879665,3.548098773850887,0.6527414651336265,-3.408967643452405,3.9058937362283146,-2.2326113507876197,1.850247916894209,2.3950564127265874,-1.6670409932905472,-1.0325996579017636,-4.435013678604136,4.17852808820607,1.0059011507717965,-3.4695643298493595,2.82315819403943,0.49168522450622376,-1.006273877437195,646.1312614856879,1
14747.0725603244,3.460786552575456,3.7181846109291,1.0513807053125257,-3.6476464697717126,0.8052495799718589,-2.759822432650947,-0.5655339581280758,-0.46272718425232373,3.0399216156652145,-4.938196145386184,-2.613133663251588,2.4779750860083327,1.6308357346861735,-0.14321549531918087,-4.100066945095687,3.0918657492154953,3.5401353852092114,0.4665294934889701,-1.9684308934445394,-2.8871154696576995,1.3081693031583894,2.7323253985631757,4.686335202866454,-1.86483604581798,-3.1523342966590273,-3.254505839755353,-3.054009510419596,0.3483020795170919,462.3337964660381,0
72554.93800648808,3.692559885161625,4.950370152274804,-2.628317971953762,0.13754030719748123,4.490314228502649,-4.52896115464085,2.3681599780469558,-2.4856225810971875,-3.482649883280046,3.657849208333296,2.3918776016182512,-4.009967184164848,-3.492693894221306,-0.11288366903764491,-3.7555924483860617,-1.7887843874673912,0.5487604217185416,-4.370158297997141,4.970020124550517,-0.7605149803688835,-4.184084482473359,3.49640800858044,0.02780320606532971,-3.796767590702882,-1.8440102686368833,-4.7745334593560385,0.3868591438442168,2.949429879214934,380.4335354005974,1
81115.03081570505,2.859512267901999,-2.9495922587349197,1.123486205504495,0.5282193786047698,1.3763084284590956,3.451631724053513,-0.2602746750223952,-1.5130944847972163,-2.1503439185658424,-1.3875713198573303,-1.9859231848292658,-0.32780871825616487,1.7562348126399998,0.6688846393407424,-1.860111996708186,-1.2825772813652025,-1.2039600776457804,1.2721133281811117,-2.698395573545519,2.1809810894400252,-4.247844304555633,4.793410031974137,-3.4411235254668004,-4.393388162012936,3.018726414697019,-1.1616519618607146,-4.960759250874571,-1.0541193024396165,404.70324677508785,1
18588.393175611956,-3.2707543498095273,-2.1047939179538675,-1.699970328452122,4.645590605919519,-2.3285193815127725,-0.2541860857690903,-2.2898866619616687,-3.1121690058994522,3.329624261112972,4.917875804300223,0.1817215859570478,2.2911333777622644,4.333259123313027,4.501813250500488,-3.746461647279596,3.0775296024264343,1.8681115136038349,-2.9049131629043625,3.8570145654109993,-0.8474016058819949,4.049910313342647,-4.765693737385426,0.7712446832810871,3.6737301343803743,2.9569167338496047,-2.6250763996522872,-4.747554659848685,0.44117598479276054,394.0600643534555,0
35310.90296237584,1.8598469523839798,4.966937436538446,1.9566524799533553,-2.6907202054128865,-1.4363828379930155,1.1263950138887946,3.778301190373444,-4.25475850936534,-4.362513233880229,-2.0612278965199327,1.129007448112688,0.5696825957967171,-0.08478715017091876,-0.402412390471496,-0.7690438304984735,-4.84538630105402,4.741956516668587,-3.3766895578241507,-1.8185315488372433,0.6415901567534288,1.7862990975133997,-2.4537950740567096,2.5683052119809693,-3.7562082471706892,-4.082880927397191,2.072222008061434,-1.4359041557194363,-3.0708651955740907,771.2916697892914,1
9583.104663297503,-0.6543018963344336,-3.020464438565792,0.6891361198586665,0.1906228305972535,2.3854283312704716,-3.9161209079548707,-2.0186221939609075,-3.75543427145667,4.532774598127322,4.254851421463901,-3.8735471514461626,0.838275181134474,-0.2769283463663825,-0.3877764472363783,-1.0215694255153531,-4.1480384272978155,3.008165172827562,4.869435104567293,-2.226742813455508,-0.050875631386963605,-1.2416108865414301,3.25756023431029,-3.726738363272193,-0.15872721891176855,4.170622346316328,-4.847469184235433,-2.413224040813141,4.080909356705192,586.1305298136367,0
21283.251820916725,0.5996388541930493,4.24560620095728,-0.6832913628023771,-3.0876911171539643,-3.6981208587332115,-3.5725913473664717,-1.5534194112444322,-4.179845946129235,0.6593025870098401,-0.8182567370451181,0.13377244859179527,3.532186681718148,1.8502004812107975,-2.083221447299617,1.0994598393074178,3.5540474989156188,-3.8031364300274495,3.4322501658644935,-0.9523131923834498,4.721062550501191,-3.885311528494481,2.5531255006304843,4.7794299606125605,1.7862033527430512,1.4303972112006713,-4.608172526215809,-3.5926632530614775,1.3281262441611306,571.7901952114659,1
39994.497657431384,-1.6124304524919042,2.333934261106684,1.2549945681204484,2.5259339891704915,-0.10819576313899759,1.882351443432797,-3.6376373252780647,1.9487460256582603,-4.824441981874214,-4.112182646079699,3.689238877771839,3.8563110234503455,2.783424641632486,-3.1303484736671274,1.5057167527386506,2.9307573300808967,-2.6416996034076323,-0.9461495976224601,-0.8769683416754752,-2.143677953361922,-0.37542784962857567,-3.286632703097916,1.802981226977261,-4.08369837966581,4.644353245548034,-1.160448505060244,-4.69207587142162,1.358700743180279,655.3965906576,1
21512.12668469784,-3.752480667268645,1.408043835282391,4.401734731929237,3.6137439446757416,1.1342605399277392,4.661700185237956,-1.677906678773292,-4.894154049271418,-4.923337213232867,0.8280055425341786,-2.6412918894825044,2.7772944396637778,3.5089378756884706,-1.6284028138531181,4.061875100118389,0.9734220393301758,2.7568615767168936,-1.1132661653277633,-4.479204256982921,-1.5002718326751707,0.4133903584307239,3.045480068732168,3.09871205521544,-1.6545007220802646,-3.2728154672910117,-4.638866219517941,-2.0524217718668303,-2.7464051918598464,127.65338524265746,0
55623.13898329257,-0.9624976371054803,-2.289508131961301,-0.5954351570172616,4.394987102434701,-0.4561174522920943,2.4241037208727523,4.535630975487779,2.1749947980008404,3.879123998921205,-0.762410643355329,-4.042474566866632,-0.8711283468805924,-4.269055034944955,-2.4829793237173092,-1.072146385521231,-1.9716237610862564,-1.7758583839156916,3.1508752448431157,-2.5236839793414525,4.167859744457129,4.47499944141353,-4.088823283270468,-3.8762233387819442,-4.929107851100901,-4.191890763545516,-0.21319727072870975,-3.1435527017166986,-4.66430489009843,309.731134241228,1
